org_id,org_name,org_type,homepage_url,jobs_url,canonical_jobs_url,jobs_source_type,adapter,confidence,discovered_via,last_verified,notes,manual_review,column
,Township of Calvin,municipality,https://www.calvintownship.ca/en,https://www.calvintownship.ca/en/municipal-services/employment-opportunities,https://calvintownship.ca/uploads/Library-Services.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,City of Cambridge,municipality,https://www.cambridge.ca/en/index.aspx,https://www.cambridge.ca/en/your-city/Current-Opportunities.aspx?_mid_=2647,https://www.cambridge.ca/en/your-city/resources/Employment-Equity.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Casselman,municipality,https://www.casselman.ca/,https://www.casselman.ca/en/my-municipality/administration/careers-2,https://www.casselman.ca/en/my-municipality/administration/careers-2,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Cavan Monaghan,municipality,https://www.cavanmonaghan.net/,https://www.cavanmonaghan.net/things-to-do/employment-opportunities,https://www.cavanmonaghan.net/media/unoj1uc5/posting-internal-external-01-27-2026-water-wastewater-supervisor-and-water-wastewater-lead-operator.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Central Elgin,municipality,https://www.centralelgin.org/en/index.aspx,https://municipalityofcentralelgin.applytojob.com/apply,https://municipalityofcentralelgin.applytojob.com/apply,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Central Frontenac,municipality,https://www.centralfrontenac.com/en/index.aspx,https://www.centralfrontenac.com/en/township-office/employment-and-volunteering.aspx?_mid_=19049,https://www.centralfrontenac.com/en/township-office/employment-and-volunteering.aspx?_mid_=19049,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of Central Huron,municipality,https://www.centralhuron.ca/en/index.aspx,https://www.centralhuron.ca/en/your-municipal-government/careers-and-volunteer-opportunities.aspx,https://www.centralhuron.ca/en/your-municipal-government/careers-and-volunteer-opportunities.aspx,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of Central Manitoulin,municipality,https://www.centralmanitoulin.ca/,https://www.centralmanitoulin.ca/careers,https://www.centralmanitoulin.ca/media/olnnfgrz/maintenance-labourer-job-description-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Centre Hastings,municipality,https://www.centrehastings.com/,https://www.centrehastings.com/our-municipality/careers/,https://www.centrehastings.com/media/tnagcvpd/transportation-student-seasonal-labourer-job-description-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Centre Wellington,municipality,https://www.centrewellington.ca/,https://www.centrewellington.ca/employment,https://www.centrewellington.ca/media/yv2fgdvo/2026-8-dei-assistant_job-posting.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Champlain,municipality,https://www.champlain.ca/en/index.aspx,https://www.champlain.ca/en/township-services/careers-and-volunteering.aspx,https://www.champlain.ca/en/township-services/careers-and-volunteering.aspx,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of Charlton and Dack,municipality,https://www.charltonanddack.com/,https://www.charltonanddack.com/job-opportunities,https://www.charltonanddack.com/job-opportunities,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Chisholm,municipality,https://www.chisholm.ca/en,https://www.chisholm.ca/en/your-government/employment-opportunity-1,https://www.chisholm.ca/en/your-government/employment-opportunity-1,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,City of Kingston,municipality,https://www.cityofkingston.ca/,https://www.cityofkingston.ca/careers-and-volunteering/career-opportunities/current-career-opportunities/,https://www.cityofkingston.ca/careers-and-volunteering/career-opportunities/current-career-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,City of Windsor,municipality,https://www.citywindsor.ca/,https://www.citywindsor.ca/city-hall/employment-opportunities/current-job-postings,https://www.citywindsor.ca/city-hall/employment-opportunities/current-job-postings,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,City of Clarence-Rockland,municipality,https://www.clarence-rockland.com/language?destination=/node/1,https://www.clarence-rockland.com/en/city-hall/careers,https://www.clarence-rockland.com/en/city-hall/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of Clarington,municipality,https://www.clarington.net/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=09ed440f-e109-4f6f-ac03-075ea0a3a5e5&ccId=19000101_000001&lang=en_CA&ccId=19000101_000001&type=JS&lang=en_CA,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=09ed440f-e109-4f6f-ac03-075ea0a3a5e5&ccId=19000101_000001&lang=en_CA&ccId=19000101_000001&type=JS&lang=en_CA,ats_adp,adp,0.98,url_pattern,2026-02-23,matched adp recruitment path,0,
,Township of Clearview,municipality,https://www.clearview.ca/,https://www.clearview.ca/news-events-meetings/employment-opportunities,https://www.clearview.ca/news-events-meetings/employment-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Cobourg,municipality,https://www.cobourg.ca/,https://www.cobourg.ca/our-government/jobs/,https://www.cobourg.ca/media/dzroedzv/jd-principal-planner-signed.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Coleman,municipality,https://www.colemantownship.ca/,https://www.colemantownship.ca/township_hall/employment_opportunities,https://www.colemantownship.ca/township_hall/employment_opportunities,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Town of Collingwood,municipality,https://www.collingwood.ca/,https://www.collingwood.ca/governance-engagement/careers-employment,https://www.collingwood.ca/governance-engagement/careers-employment,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Conmee,municipality,https://www.conmee.com/,https://www.conmee.com/p/employment,https://www.conmee.com/p/employment,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,City of Cornwall,municipality,https://www.cornwall.ca/en/index.aspx,https://www.cornwall.ca/en/city-hall/careers.aspx,https://choosecornwall.ca/wp-content/uploads/2018/06/Cornwall-Business-Directory.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Couchiching First Nation,first_nation,https://www.couchichingfirstnation.com/,https://www.couchichingfirstnation.com/employment,https://irp.cdn-website.com/75bd40a6/files/uploaded/Job+Posting+-+OT-a40638f3.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,County of Essex,municipality,https://www.countyofessex.ca/,https://www.countyofessex.ca/county-government/careers-and-volunteering/career-opportunities/,https://www.countyofessex.ca/county-government/careers-and-volunteering/career-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,County of Renfrew,municipality,https://www.countyofrenfrew.on.ca/en/index.aspx,https://curos.ca/curos/COR2302/V/TRBJO_PUBLIC,https://curos.ca/curos/COR2302/V/TRBJO_PUBLIC,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Cramahe,municipality,https://www.cramahe.ca/,https://www.cramahe.ca/municipal-government/careers,https://www.cramahe.ca/media/ek2lbqti/summer-student-2026-roads-job-description.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Deep River,municipality,https://www.deepriver.ca/,https://www.deepriver.ca/careers,https://www.deepriver.ca/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Town of Deseronto,municipality,https://www.deseronto.ca/,https://www.deseronto.ca/residents/employment-opportunities,https://static1.squarespace.com/static/5b0b6ca85cfd79f7d314c7ad/t/64db8558212c18497b00b6c9/1750689706112/Firefighter+August+2023.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Drummond-North Elmsley,municipality,https://www.dnetownship.ca/,https://www.dnetownship.ca/township-services/employment,https://www.dnetownship.ca/images/2025_-_Landfill_Attendant_Lead_Hand_-_Job_Description.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Douro-Dummer,municipality,https://www.dourodummer.ca/,https://www.dourodummer.ca/news/employment-opportunities/,https://www.dourodummer.ca/news/employment-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,City of Dryden,municipality,https://www.dryden.ca/,https://www.dryden.ca/careers,https://www.dryden.ca/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,County of Dufferin,municipality,https://www.dufferincounty.ca/,https://www.dufferincounty.ca/careers/,https://www.dufferincounty.ca/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Regional Municipality of Durham,municipality,https://www.durham.ca/en/index.aspx,https://recruitregion.durham.ca/psc/recruit_rmd/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL&Action=U,https://recruitregion.durham.ca/psc/recruit_rmd/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL&Action=U,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Municipality of Dutton/Dunwich,municipality,https://www.duttondunwich.on.ca/,https://www.duttondunwich.on.ca/municipal-services/employment-opportunities,https://www.duttondunwich.on.ca/municipal-services/employment-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of Dysart et al,municipality,https://www.dysartetal.ca/,https://www.dysartetal.ca/municipal-government/careers,https://www.dysartetal.ca/media/2fwlfjql/2026-deputy-treasurer-job-desricption.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of East Garafraxa,municipality,https://www.eastgarafraxa.ca/,https://www.eastgarafraxa.ca/municipal-government/careers/,https://www.eastgarafraxa.ca/municipal-government/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of East Gwillimbury,municipality,https://www.eastgwillimbury.ca/en/index.aspx,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=f5060f66-1f92-430e-b67b-c5e16cd9318f&ccId=19000101_000001&type=JS&lang=en_CA,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=f5060f66-1f92-430e-b67b-c5e16cd9318f&ccId=19000101_000001&type=JS&lang=en_CA,ats_adp,adp,0.98,url_pattern,2026-02-23,matched adp recruitment path,0,
,Township of East Hawkesbury,municipality,https://www.easthawkesbury.ca/,https://www.easthawkesbury.ca/en/township-hall/job-postings-and-volunteering/,https://www.easthawkesbury.ca/media/kabjfujp/benevolat-en.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Elizabethtown - Kitley,municipality,https://www.ektwp.ca/,https://www.ektwp.ca/town-hall/employment-opportunities,https://www.ektwp.ca/media/gfcdflsz/public-works-supervisor-job-ad-august-2025.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,County of Elgin,municipality,https://www.elgincounty.ca/,https://jobs.dayforcehcm.com/en-US/elgincounty/CANDIDATEPORTAL,https://jobs.dayforcehcm.com/en-US/elgincounty/CANDIDATEPORTAL,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,City of Elliot Lake,municipality,https://www.elliotlake.ca/en/index.aspx,https://www.elliotlake.ca/en/city-hall/jobs.aspx,https://www.elliotlake.ca/en/city-hall/resources/Documents/Jobs/Posting-Volunteer-Fire-Fighter-2025.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Englehart,municipality,https://www.englehart.ca/,https://www.englehart.ca/p/employment-opportunities-with-the-town-of-englehart,https://www.englehart.ca/p/employment-opportunities-with-the-town-of-englehart,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Enniskillen,municipality,https://www.enniskillen.ca/,,,,,,,,,1,
,Town of Erin,municipality,https://www.erin.ca/,https://www.erin.ca/town-hall/town-hall/employment-opportunities,https://www.erin.ca/town-hall/town-hall/employment-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Espanola,municipality,https://www.espanola.ca/,https://www.espanola.ca/town-government/career-opportunities,https://www.espanola.ca/town-government/career-opportunities/h99-01335-summer-student-application-forms-for-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Essa,municipality,https://www.essatownship.on.ca/,https://www.essatownship.on.ca/business-employment/employment-and-volunteering/,https://www.essatownship.on.ca/media/bqwnq4u4/a01-2016-hiring-policy-revised-feb-2022.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Essex,municipality,https://www.essex.ca/en/index.aspx,https://curos.ca/curos/ESSEX2207/V/TRBJO_PUBLIC,https://curos.ca/curos/ESSEX2207/V/TRBJO_PUBLIC,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of East Zorra-Tavistock,municipality,https://www.ezt.ca/,https://www.ezt.ca/township-office/careers,https://www.ezt.ca/township-office/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Fauquier-Strickland,municipality,https://www.fauquierstrickland.com/en/accueil,https://www.fauquierstrickland.com/en/administration/opportunites-demploi,https://www.fauquierstrickland.com/en/administration/opportunites-demploi,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Town of Fort Erie,municipality,https://www.forterie.ca/,https://forterie.hiringplatform.com/list/Internalcareers,https://forterie.hiringplatform.com/list/Internalcareers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Municipality of French River,municipality,https://www.frenchriver.ca/,https://www.frenchriver.ca/p/employment-opportunities-,https://www.frenchriver.ca/p/employment-opportunities-,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Frontenac,municipality,https://www.frontenaccounty.ca/en/index.aspx,https://www.frontenaccounty.ca/government/careers/current-opportunities/,https://www.frontenaccounty.ca/government/careers/current-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Frontenac Islands,municipality,https://www.frontenacislands.ca/en/index.aspx,https://www.frontenacislands.ca/en/municipal-government/careers.aspx,https://www.frontenacislands.ca/en/municipal-government/careers.aspx,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Gakijiwanong Anishinaabe Nation,first_nation,https://www.gakijiwanong.ca/,https://www.gakijiwanong.ca/aakwiinowin-employment,https://www.gakijiwanong.ca/aakwiinowin-employment,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Gananoque,municipality,https://www.gananoque.ca/,https://www.gananoque.ca/town-hall/human-resources/employment-opportunities,https://s3.ca-central-1.amazonaws.com/gananoque.ca/s3fs-public/Job%20Ad%20-%20PW%20Compliance%20Coordinator%20-%20January%202026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Garden River First Nation,first_nation,https://www.gardenriver.org/site/,https://www.gardenriver.org/site/category/employment/,https://www.gardenriver.org/site/wp-content/uploads/2024/06/Emergency-preparedness-blurb.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Georgian Bay,municipality,https://www.gbtownship.ca/en/index.aspx,https://www.gbtownship.ca/en/township-hall/employment.aspx,https://www.gbtownship.ca/en/township-hall/resources/Documents/Job-Postings/2025/Supervisor-of-Roads-and-Fleet-Job-Posting.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Georgian Bluffs,municipality,https://www.georgianbluffs.ca/,https://www.georgianbluffs.ca/careers,https://www.georgianbluffs.ca/media/4l1ho0l2/hr-assistant-posting-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Georgina,municipality,https://www.georgina.ca/,https://georgina-careers.vipcloud.ca/default,https://georgina-careers.vipcloud.ca/default,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Guelph-Eramosa,municipality,https://www.get.on.ca/,https://www.get.on.ca/township-services/employment,https://www.get.on.ca/uploads/userfiles/files/JP%20-%20PR%20Seasonal%20Maintenance%20Tech_Contract%20-%202026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Gillies,municipality,https://www.gilliestownship.com/en/index.aspx,https://www.gilliestownship.com/en/our-government/careers.aspx,https://www.gilliestownship.com/Career/Administrative_Finance-Assistant-Job-Ad-July-2025.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Ginoogaming First Nation,first_nation,https://www.ginoogamingfn.ca/,https://www.ginoogamingfn.ca/job/,https://www.ginoogamingfn.ca/job,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Goderich,municipality,https://www.goderich.ca/en/index.aspx,https://www.goderich.ca/en/town-hall-and-services/career-and-volunteer-opportunities.aspx,https://www.goderich.ca/en/resourcesGeneral/Janet---Folder/Crossing-Guard-Final.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Gordon/Barrie Island,municipality,https://www.gordonbarrieisland.ca/,https://www.gordonbarrieisland.ca/jobs,https://www.gordonbarrieisland.ca/jobs,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Gore Bay,municipality,https://www.gorebay.ca/,https://www.gorebay.ca/our-government/career-opportunities,https://www.gorebay.ca/our-government/career-opportunities,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Town of Gravenhurst,municipality,https://www.gravenhurst.ca/,https://recruiting.ultipro.ca/COR5107TCOG/JobBoard/256b8483-67a3-4ffb-8e82-4d76e6a94e05/?q=&o=postedDateDesc,https://recruiting.ultipro.ca/COR5107TCOG/JobBoard/256b8483-67a3-4ffb-8e82-4d76e6a94e05?q=&o=postedDateDesc,ats_utipro,utipro,0.98,url_pattern,2026-02-23,matched ultipro/ukg recruiting,0,
,Township of Greater Madawaska,municipality,https://www.greatermadawaska.com/,https://www.greatermadawaska.com/township/careers,https://www.greatermadawaska.com/township/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Greater Napanee,municipality,https://www.greaternapanee.com/,https://www.greaternapanee.com/careers,https://www.greaternapanee.com/media/k5am2ehk/summer-staff-2026-ad-detailed-2.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,City of Greater Sudbury,municipality,https://www.greatersudbury.ca/,https://myjobs.greatersudbury.ca/psc/MYJOBS/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL&Action=U,https://myjobs.greatersudbury.ca/psc/MYJOBS/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL&Action=U,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Municipality of Greenstone,municipality,https://www.greenstone.ca/,https://www.greenstone.ca/our-government/careers,https://www.greenstone.ca/en/Career-Postings/Parks-and-Rec/PR-24-04-Int-Temp-Foremen-Beardmore.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,County of Grey,municipality,https://www.grey.ca/,https://jobs.dayforcehcm.com/en-CA/greycounty/CANDIDATEPORTAL,https://jobs.dayforcehcm.com/en-CA/greycounty/CANDIDATEPORTAL,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of Grey Highlands,municipality,https://www.greyhighlands.ca/,https://www.greyhighlands.ca/news/career-opportunities/,https://www.greyhighlands.ca/news/career-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Grimsby,municipality,https://www.grimsby.ca/,https://www.grimsby.ca/town-hall/careers/current-opportunities/,https://www.grimsby.ca/media/otfhirms/fitness-instructor_job-posting_20-jan-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Gull Bay,first_nation,https://www.gullbayfirstnation.com/,,,,,,,,,1,
,Haldimand County,municipality,https://www.haldimandcounty.ca/,https://www.haldimandcounty.ca/news/job-postings/,https://www.haldimandcounty.ca/news/job-postings,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,County of Haliburton,municipality,https://www.haliburtoncounty.ca/en/index.aspx,https://www.haliburtoncounty.ca/en/county-office/careers.aspx,https://www.haliburtoncounty.ca/en/county-office/careers.aspx,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Halton Hills,municipality,https://www.haltonhills.ca/en/index.aspx,https://www.haltonhills.ca/en/your-government/careers.aspx?_mid_=105215#Join-our-Team,https://haltonhills.ic12.esolg.ca/en/your-government/resources/Documents/Enforcement/Enforcement-Policy.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,City of Hamilton,municipality,https://www.hamilton.ca/,https://cityofhamilton.bamboohr.com/careers,https://cityofhamilton.bamboohr.com/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Hamilton,municipality,https://www.hamiltontownship.ca/,https://www.hamiltontownship.ca/news/career-opportunities/,https://www.hamiltontownship.ca/news/career-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Hanover,municipality,https://www.hanover.ca/,https://www.hanover.ca/council-government/careers,https://www.hanover.ca/sites/default/files/2023-10/Application%20for%20Employment.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Hastings Highlands,municipality,https://www.hastingshighlands.ca/,https://www.hastingshighlands.ca/living-here/careers-and-volunteering/careers-with-hastings-highlands/,https://www.hastingshighlands.ca/living-here/careers-and-volunteering/careers-with-hastings-highlands,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Hawkesbury,municipality,https://www.hawkesbury.ca/,https://www.hawkesbury.ca/careers,https://www.hawkesbury.ca/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Havelock-Belmont-Methuen,municipality,https://www.hbmtwp.ca/,https://www.hbmtwp.ca/township-services/careers-and-volunteering,https://www.hbmtwp.ca/media/pvohffjv/community-coordinator-2026-job-posting.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Hearst,municipality,https://www.hearst.ca/en/,https://www.hearst.ca/en/town-hall/administration/employment-offers/,http://www.hearst.ca/wp-content/uploads/2026/01/JOB-POSTING-REC-26-01-EN.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Hiawatha First Nation,first_nation,https://www.hiawathafirstnation.com/,https://www.hiawathafirstnation.com/services-departments/employment,https://brucepower.wd3.myworkdayjobs.com/BrucePower,ats_workday,workday,0.92,html_a_href,2026-02-23,matched workday domain/path via a_href,0,
,Henvey Inlet First Nation,first_nation,https://www.hifn.ca/,https://www.hifn.ca/announcements/job-postings.html,https://www.hifn.ca/images/newletters/2026/feb2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Highlands East,municipality,https://www.highlandseast.ca/en/index.aspx,https://www.highlandseast.ca/Modules/News/en?CategoryNames=Career+Opportunities&TagWhiteList=,https://www.highlandseast.ca/Modules/News/en?CategoryNames=Career+Opportunities&TagWhiteList=,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Hilton,municipality,https://www.hiltontownship.ca/,https://www.hiltontownship.ca/job-postings/,https://www.hiltontownship.ca/job-postings,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Horton,municipality,https://www.hortontownship.ca/,https://www.hortontownship.ca/municipality/employment-opportunities/,https://www.hortontownship.ca/municipality/employment-opportunities,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Howick,municipality,https://www.howick.ca/,https://www.howick.ca/township-services/employment-opportunities-in-howick,https://www.howick.ca/township-services/employment-opportunities-in-howick,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Huntsville,municipality,https://www.huntsville.ca/,https://www.huntsville.ca/news/careers/,https://www.huntsville.ca/news/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,County of Huron,municipality,https://www.huroncounty.ca/,https://www.huroncounty.ca/jobs,https://www.huroncounty.ca/jobs,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of Huron East,municipality,https://www.huroneast.com/,https://www.huroneast.com/employment,https://www.huroneast.com/media/wmdhswt3/elected-official-call-for-nominations.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Huron-Kinloss,municipality,https://www.huronkinloss.com/,https://www.huronkinloss.com/careers,https://www.huronkinloss.com/media/qodlspak/crossing-guard.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Kitchenuhmaykoosib Inninuwug,first_nation,https://ifna.ca/communities,https://www.ifna.ca/careers,https://www.ifna.ca/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Muskrat Dam Lake,first_nation,https://ifna.ca/communities,https://www.ifna.ca/careers,https://www.ifna.ca/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Pikangikum,first_nation,https://ifna.ca/communities,https://www.ifna.ca/careers,https://www.ifna.ca/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Ignace,municipality,https://www.ignace.ca/,https://www.ignace.ca/town-hall/jobs-opportunities/jobs,https://www.ignace.ca/town-hall/jobs-opportunities/jobs,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Ingersoll,municipality,https://www.ingersoll.ca/,https://www.ingersoll.ca/town-hall/employment-opportunities,https://www.ingersoll.ca/media/qeudjcdk/2026-02-facilities-and-parks-operator.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Iroquois Falls,municipality,https://www.iroquoisfalls.com/,https://www.iroquoisfalls.com/council-administration/careers,https://www.iroquoisfalls.com/media/xtcj1aqp/employment-application-1.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,United Counties of Prescott and Russell,municipality,https://www.prescott-russell.on.ca/,https://www.jobillico.com/en/employers/prescott-russell.mVraTu/view-all-jobs,https://www.jobillico.com/en/employers/prescott-russell.mVraTu/view-all-jobs,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Kapuskasing,municipality,https://www.kapuskasing.ca/,https://www.kapuskasing.ca/council-administration/employment-opportunities,https://www.kapuskasing.ca/council-administration/employment-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
